2025-09-10 23:46:31,783 DEBUG    root            Loaded Command Group: ['gcloud', 'services']
2025-09-10 23:46:31,784 DEBUG    root            Loaded Command Group: ['gcloud', 'services', 'list']
2025-09-10 23:46:31,785 DEBUG    root            Running [gcloud.services.list] with arguments: [--enabled: "True", --format: "value(name)", --project: "lionspace"]
2025-09-10 23:46:31,795 DEBUG    root            Chosen display Format:
          table(
            config.name:label=NAME:sort=1,
            config.title
          )
         value(name)
2025-09-10 23:46:31,795 INFO     root            Display format: "
          table(
            config.name:label=NAME:sort=1,
            config.title
          )
         value(name)"
2025-09-10 23:46:31,799 DEBUG    urllib3.connectionpool Starting new HTTPS connection (1): serviceusage.googleapis.com:443
2025-09-10 23:46:33,345 DEBUG    urllib3.connectionpool https://serviceusage.googleapis.com:443 "GET /v1/projects/lionspace/services?alt=json&filter=state%3AENABLED&pageSize=200 HTTP/11" 200 None
2025-09-10 23:46:33,553 INFO     ___FILE_ONLY___ projects/707897822334/services/accessapproval.googleapis.com

2025-09-10 23:46:33,556 INFO     ___FILE_ONLY___ projects/707897822334/services/aiplatform.googleapis.com

2025-09-10 23:46:33,556 INFO     ___FILE_ONLY___ projects/707897822334/services/analyticshub.googleapis.com

2025-09-10 23:46:33,556 INFO     ___FILE_ONLY___ projects/707897822334/services/anthosconfigmanagement.googleapis.com

2025-09-10 23:46:33,556 INFO     ___FILE_ONLY___ projects/707897822334/services/anthospolicycontroller.googleapis.com

2025-09-10 23:46:33,557 INFO     ___FILE_ONLY___ projects/707897822334/services/apikeys.googleapis.com

2025-09-10 23:46:33,557 INFO     ___FILE_ONLY___ projects/707897822334/services/apim.googleapis.com

2025-09-10 23:46:33,558 INFO     ___FILE_ONLY___ projects/707897822334/services/appengine.googleapis.com

2025-09-10 23:46:33,558 INFO     ___FILE_ONLY___ projects/707897822334/services/apphub.googleapis.com

2025-09-10 23:46:33,558 INFO     ___FILE_ONLY___ projects/707897822334/services/appoptimize.googleapis.com

2025-09-10 23:46:33,559 INFO     ___FILE_ONLY___ projects/707897822334/services/artifactregistry.googleapis.com

2025-09-10 23:46:33,559 INFO     ___FILE_ONLY___ projects/707897822334/services/autoscaling.googleapis.com

2025-09-10 23:46:33,560 INFO     ___FILE_ONLY___ projects/707897822334/services/bigquery.googleapis.com

2025-09-10 23:46:33,560 INFO     ___FILE_ONLY___ projects/707897822334/services/bigqueryconnection.googleapis.com

2025-09-10 23:46:33,560 INFO     ___FILE_ONLY___ projects/707897822334/services/bigquerydatapolicy.googleapis.com

2025-09-10 23:46:33,560 INFO     ___FILE_ONLY___ projects/707897822334/services/bigquerymigration.googleapis.com

2025-09-10 23:46:33,560 INFO     ___FILE_ONLY___ projects/707897822334/services/bigqueryreservation.googleapis.com

2025-09-10 23:46:33,561 INFO     ___FILE_ONLY___ projects/707897822334/services/bigquerystorage.googleapis.com

